ingredientId,ingredientName,categoryName,categoryId
1084,아보카도오일,장/양념/소스,10
1085,양념,장/양념/소스,10
1086,양념장,장/양념/소스,10
1087,엑스트라버진올리브유,장/양념/소스,10
1088,엑스트라버진코코넛오일,장/양념/소스,10
1089,연겨자,장/양념/소스,10
1090,연어장,장/양념/소스,10
1091,연와사비,장/양념/소스,10
1092,열무김치,장/양념/소스,10
1093,염지제,장/양념/소스,10
1094,오레가노,장/양념/소스,10
1095,오이소박이,장/양념/소스,10
1096,오이지,장/양념/소스,10
1097,옥배유,장/양념/소스,10
1098,옥수수식용유,장/양념/소스,10
1099,옥수수유,장/양념/소스,10
1100,옥수수전분,장/양념/소스,10
1101,올리고당,장/양념/소스,10
1102,올리브,장/양념/소스,10
1103,올리브오일,장/양념/소스,10
1104,올리브유,장/양념/소스,10
1105,와사비,장/양념/소스,10
1106,와플믹스,장/양념/소스,10
1107,요리당,장/양념/소스,10
1108,요리유,장/양념/소스,10
1109,우동스프,장/양념/소스,10
1110,우메보시,장/양념/소스,10
1111,월계수잎,장/양념/소스,10
1112,유기농대두유,장/양념/소스,10
1113,유채유,장/양념/소스,10
1114,육수,장/양념/소스,10
1115,율무가루,장/양념/소스,10
1116,이스트,장/양념/소스,10
1117,재래된장,장/양념/소스,10
1118,전복장,장/양념/소스,10
1119,절임배추,장/양념/소스,10
1120,정향,장/양념/소스,10
1121,조선된장,장/양념/소스,10
1122,조청,장/양념/소스,10
1123,중력분,장/양념/소스,10
1124,진간장,장/양념/소스,10
1125,진저파우더,장/양념/소스,10
1126,집된장,장/양념/소스,10
1127,짜장가루,장/양념/소스,10
1128,짬뽕분말,장/양념/소스,10
1129,쯔유,장/양념/소스,10
1130,찌개양념,장/양념/소스,10
1131,찌개용청국장,장/양념/소스,10
1132,참기름,장/양념/소스,10
1133,참깨가루,장/양념/소스,10
1134,찹쌀가루,장/양념/소스,10
1135,채종유,장/양념/소스,10
1136,천일염,장/양념/소스,10
1137,청국장환,장/양념/소스,10
1138,청주,장/양념/소스,10
1139,초고추장,장/양념/소스,10
1140,초장,장/양념/소스,10
1141,총각김치,장/양념/소스,10
1142,춘장,장/양념/소스,10
1143,치킨스톡,장/양념/소스,10
1144,칠리소스,장/양념/소스,10
1145,카놀라유,장/양념/소스,10
1146,카레가루,장/양념/소스,10
1147,케첩,장/양념/소스,10
1148,코코넛오일,장/양념/소스,10
1149,콩가루,장/양념/소스,10
1150,콩식용유,장/양념/소스,10
1151,쿠키믹스,장/양념/소스,10
1152,큐민가루,장/양념/소스,10
1153,타임,장/양념/소스,10
1154,통계피,장/양념/소스,10
1155,통깨,장/양념/소스,10
1156,통밀가루,장/양념/소스,10
1157,통후추,장/양념/소스,10
1158,튀김가루,장/양념/소스,10
1159,트러플오일,장/양념/소스,10
1160,파김치,장/양념/소스,10
1161,파스타소스,장/양념/소스,10
1162,파슬리,장/양념/소스,10
1163,팬케익가루,장/양념/소스,10
1164,팬케익믹스,장/양념/소스,10
1165,페퍼론치노,장/양념/소스,10
1166,페퍼민트,장/양념/소스,10
1167,펜넬,장/양념/소스,10
1168,포도씨식용유,장/양념/소스,10
1169,포도씨유,장/양념/소스,10
1170,피클,장/양념/소스,10
1171,피클링스파이스,장/양념/소스,10
1172,할라피뇨,장/양념/소스,10
1173,핫케익가루,장/양념/소스,10
1174,핫케익믹스,장/양념/소스,10
1175,해바라기식용유,장/양념/소스,10
1176,해바라기씨유,장/양념/소스,10
1177,해바라기유,장/양념/소스,10
1178,허니머스타드,장/양념/소스,10
1179,허브솔트,장/양념/소스,10
1180,현미식초,장/양념/소스,10
1181,현미유,장/양념/소스,10
1182,호두기름,장/양념/소스,10
1183,호떡가루,장/양념/소스,10
1184,호떡믹스,장/양념/소스,10
1185,혼합유,장/양념/소스,10
1186,홍초,장/양념/소스,10
1187,홍화유,장/양념/소스,10
1188,황설탕,장/양념/소스,10
1189,회초장,장/양념/소스,10
1190,후리가케,장/양념/소스,10
1191,후춧가루,장/양념/소스,10
1192,흑설탕,장/양념/소스,10
1193,흑임자가루,장/양념/소스,10
